PROJECT_TYPE,APN,NAMEADDR,Alias,BESTSTAT,BESTDATE,Entitlement,PLN_CASENO,BP_APPLNO,PROPUSE,PLN_DESC,BP_DESC,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,TOTAL_GSF,NET_GSF,CIE,NET_CIE,MED,NET_MED,MIPS,NET_MIPS,PDR,NET_PDR,RET,NET_RET,VISIT,NET_VISIT,FILEDATE,PLANNER,APPLICANT,CONTACT,CONTACTPH,SOURCE,Supe_District,PLAN_AREA,PLAN_DISTRICT,NEIGHBORHOOD,ZONING_SIM,ZONING_DISTRICT,HEIGHT_DISTRICT,Location
Resident,APN 0155020,1364 PACIFIC AV,,BP FILED,2014-08-12T00:00:00,0,,201408123674,1 FAMILY DWELLING,,"TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY RESIDENTIAL & BUSINESS.",1,1,0,0,0,-168,0,0,0,0,0,0,0,0,0,-168,0,0,,,,,,PERMIT TRACKING,D3,,Northeast,Nob Hill,NCD,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL,40-X,"{'latitude': '37.7956907706', 'longitude': '-122.417699083', 'needs_recoding': False}"
Resident,APN 0627006,2224 SACRAMENTO ST,,BP FILED,2014-06-25T00:00:00,0,2014.1159,201406259421,1 FAMILY DWELLING,SIDE YARD HORIZ. ADD.OF 2 STORIES-GREEN HOUSE/CONSERVATORY OVER A 2 CAR PARKING GARAGE. MINOR MODIF. TO (E) EAST & WEST DORMERS. LEGALIZE & RENOVATE 1 (E) NON CONFORMING DWG UNIT INTO A LEGAL DWG UNIT. BASEMT ADD. RECREATION AREA. N/ELEVATOR ACCESS/STORA,SIDE YARD HORIZ. ADD.OF 2 STORIES-GREEN HOUSE/CONSERVATORY OVER A 2 CAR PARKING GARAGE. MINOR MODIF.,2,1,0,0,0,-1107,0,0,0,0,0,0,0,0,0,0,0,-1107,2014-07-28T00:00:00,,Emily Huang,Emily Huang,217 7055 x3,CASE TRACKING,D2,,Marina,Pacific Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7905774069', 'longitude': '-122.430322871', 'needs_recoding': False}"
Resident,APN 3094055,690 MONTEREY BLVD,,BP ISSUED,2015-05-14T00:00:00,-1,,201404173519,2 FAMILY DWELLING,,"CHANGE OF USE. CHANGE (E) OFFICE TO RESIDENTIAL UNIT AT 2ND FLOOR PER PLAN INCLUDING 3 BATHROOMS, 5",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D7,,Ingleside,Outer Mission,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",32-X,"{'latitude': '37.7318094277', 'longitude': '-122.450854368', 'needs_recoding': False}"
Resident,APN 3631017,987 DOLORES ST,,BP REINSTATED,2014-05-14T00:00:00,-1,,201405064989,1 FAMILY DWELLING,,"ERECT 2-STORY, TYPE 5, 0 BASEMENT, SINGLE DWELLING UNIT BUILDING.",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Mission,Mission,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,"{'latitude': '37.7536707576', 'longitude': '-122.424917301', 'needs_recoding': False}"
Resident,APN 2823A016,36 Knollview Way,,PL FILED,2014-07-31T00:00:00,0,2014.1189,,,"New construction of a two-story, single-family home on a vacant lot.",,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-07-31T00:00:00,JPOLING,Strachan Forgan,Strachan Forgan,624-4835,CASE TRACKING,D7,,Inner Sunset,Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7498409731', 'longitude': '-122.450719087', 'needs_recoding': False}"
Resident,APN 3589091,144 LEXINGTON ST,,BP FILED,2014-10-23T00:00:00,-1,2014.1394,201410239774,,"Variance request to rear yard, substandard lot, and front setback requirements to permit the addition of a third story on an existing two unit residential structure to add an addition one unit.",,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-09-11T00:00:00,,Valencia SF Properties,Philip Lesser,650-347-6014,CASE TRACKING,D9,Mission (EN),Mission,Mission,NCT,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,55-X,"{'latitude': '37.7609862074', 'longitude': '-122.421229845', 'needs_recoding': False}"
Resident,APN 2933007,127 EDGEHILL WY,,BP FILED,2014-05-29T00:00:00,0,2014.11,201405296982,1 FAMILY DWELLING,Construct a four-story single-family residence on a vacant lot.,TO ERECT 4 STORIES OF SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-07-15T00:00:00,,,,,PERMIT TRACKING,D7,,Inner Sunset,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,"{'latitude': '37.7432997831', 'longitude': '-122.460148198', 'needs_recoding': False}"
Resident,APN 6758032,807 BOSWORTH ST,,BP ISSUED,2015-05-15T00:00:00,-1,2014.0486,201306280702,2 FAMILY DWELLING,Add a second dwelling unit to the front of the log.,DEMOL. (E) CONC. GARAGE IN FRONT OF LOT. CONST (N) SINGLE FAM RESIDENCE IN FRONT OF LOT LIVING KITCH,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-04-03T00:00:00,JLOOK,Paul Silberschatz Alyssa Sherman,David Bushnell,546-0450,CASE TRACKING,D8,,Ingleside,Outer Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7336698917', 'longitude': '-122.436127235', 'needs_recoding': False}"
CIE,APN 0192014,835-845 Jackson St,Chinese Hospital,PL APPROVED,2012-07-12T00:00:00,-1,2008.0762,,,"Hospital Replacement and expansion, adding 68,010 gsf total, building new seven-story acute care hospital, moving medical office building uses to existing five-story hospital, and demolishing existing Chinese Hospital and Chinese Hospital Garage (MOB and",,0,0,0,0,140990,68010,140990,68010,0,0,0,0,0,0,0,0,0,0,2008-06-26T00:00:00,,Brenda Yee,Wayne Hu,986-1372,CASE TRACKING,D3,Chinatown,Northeast,Chinatown,CRNC,CHINATOWN- RESIDENTIAL- NEIGHBORHOOD COMMERCIAL,65-N,"{'latitude': '37.7952136136', 'longitude': '-122.409609662', 'needs_recoding': False}"
MIPS,APN 0165022,717 BATTERY ST,,BP FILED,2008-12-01T00:00:00,0,2007.146,200812017534,OFFICE,"Two story penthouse addition to three-story office building, for office use, new three-story bldg of 9,000-gsf office over retail; 24,870-sf additions to historic Musto Bldg.","ALTERNATION TO EXISTING BUILD, NEW 2 STORY VERTICAL ADDITION ON THE EXISTING BUILD, 3 STORY HORIZONT",0,0,0,0,59700,27870,0,0,0,0,56700,24870,0,0,3000,3000,0,0,2009-02-18T00:00:00,CROOS,Sean Murphy,Neil Sekhri,415 393-8334,CASE TRACKING,D3,,Northeast,Financial District,C-2,COMMUNITY BUSINESS,65-A,"{'latitude': '37.7978818118', 'longitude': '-122.401284629', 'needs_recoding': False}"
PDR,APN 3913005,155 DE HARO STREET,,PL FILED,2014-08-15T00:00:00,0,2013.152,,,"The project site consists of a 40,741 square foot lot (Assessor's Block 3913, Lot 005) bound by De Haro Street to the west, Carolina and Channel Street to the east, 15th Street to the south, and Berry Street to the north.  Currently the lot contains two",,0,0,0,0,32330,15405,0,0,0,0,0,0,32330,15405,0,0,0,0,2014-08-15T00:00:00,,Harvey Hacker,Harvey Hacker,415-957-0579,CASE TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,South of Market,PDR-1-G,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL",58-X,"{'latitude': '37.76837375', 'longitude': '-122.401442061', 'needs_recoding': False}"
MED,APN 2381045A,3431 TARAVAL ST,,PL FILED,2015-06-10T00:00:00,0,2015-007338PRJ,,,Conditional Use Application for change of use from a Laundromat to a medical office/ health clinic.,,0,0,0,0,4375,-625,0,0,4375,1875,0,0,0,0,0,-2500,0,0,2015-06-10T00:00:00,,,,,CASE TRACKING,D4,,Outer Sunset,Parkside,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,"{'latitude': '37.7416002723', 'longitude': '-122.502997146', 'needs_recoding': False}"
CIE,APN 0676009,1834 SUTTER ST,,PL APPROVED,2014-10-16T00:00:00,-1,2013.0419,,,Construct new building on current school playard area; consolidate the school operations by moving from the Bush St facility into the new proposed building.,,0,0,0,0,17816,9843,17816,9843,0,0,0,0,0,0,0,0,0,0,2013-04-05T00:00:00,SPERDUE,Cathy Inamasu,Cathy Inamasu,415-922-8898,CASE TRACKING,D5,Japantown,Western Addition,Western Addition,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",40-X,"{'latitude': '37.7867022354', 'longitude': '-122.430674991', 'needs_recoding': False}"
MIPS,APN 3784007,510 TOWNSEND ST,,PL FILED,2014-08-08T00:00:00,0,2014.0679,201503050110,,"The proposed project is to demolish the existing buildings on two adjoining lots (3,168 GSF of office and 20,455 GSF of warehouse in total) and construct a mixed-use building on the merged lot. The Townsend Street frontage is proposed at seven stories at",,0,0,0,0,299160,255082,0,0,0,0,299160,295992,0,-20455,0,-20455,0,0,2014-08-08T00:00:00,,"ARE - San Francisco No. 47, LLC",Greg Gehlen,321-3808,CASE TRACKING,D6,Western SoMa (EN); South of Market,South of Market,South of Market,WMUO,WSOMA MIXED USE-OFFICE,85-X,"{'latitude': '37.7734452282', 'longitude': '-122.400482576', 'needs_recoding': False}"
Retail/Ent,APN 4059010,851 TENNESSEE ST,,PL FILED,2013-06-11T00:00:00,0,2013.0775,,,Construct new school,,0,0,0,0,2709,2709,0,0,0,0,0,0,0,0,2709,2709,0,0,2013-06-11T00:00:00,CESPIRIT,Ahmad Larizadeh,Ahmad Larizadeh,415.716.9099,CASE TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,58-X,"{'latitude': '37.7610224699', 'longitude': '-122.389239052', 'needs_recoding': False}"
MIPS,APN 3786018,85 BLUXOME ST,,CONSTRUCTION,2015-08-03T00:00:00,-1,2013.0007,201404072588,,Project involves demolition of existing two-story masonry building and construction of a new five-story office building.,TO ERECT 5 STORIES OF OFFICE BUILDING - COMPLIANCE WITH MAHER ORDINANCE NO.155-13 REQUIRED ROUTE TO,0,0,0,0,55000,5354,0,0,0,0,55000,33000,0,-27646,0,0,0,0,2013-05-16T00:00:00,BBENDIX,Ricardo Pimienta,K. Cyrus Sanandaji,760-214-8753,CASE TRACKING,D6,Central SoMa; Western SoMa (EN); South of Market,South of Market,South of Market,WMUO,WSOMA MIXED USE-OFFICE,65-X,"{'latitude': '37.776104956', 'longitude': '-122.397302321', 'needs_recoding': False}"
Resident,APN 0330004,33 POWELL ST,,CONSTRUCTION,2015-06-12T00:00:00,-1,,201410017815,TOURIST HOTEL/MOTEL,,"UPGRADE THROUGHOUT. REMODEL BASEMENT, GROUND FLOOR LOBBY & MEZZANINE. REMODEL HOTEL ROOMS & INCREASE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D3,Downtown,Downtown,Downtown/Civic Center,C-3-R,DOWNTOWN- RETAIL,80-130-F,"{'latitude': '37.7848850007', 'longitude': '-122.408148824', 'needs_recoding': False}"
Resident,APN 0510029A,2151 LOMBARD ST,,BP FILED,2015-05-14T00:00:00,0,2015-006764PRJ,201505146406,FOOD/BEVERAGE HNDLNG,,CHANGE OF USE ON GROUND FLOOR ONLY. CONVERT (E) OFFICE TO NEW RESTAURANT.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D2,,Marina,Marina,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",40-X,"{'latitude': '37.7994826041', 'longitude': '-122.43681706', 'needs_recoding': False}"
Mixed,APN 3745009,360 SPEAR ST (aka 100 Harrison St),,PL FILED,2015-04-03T00:00:00,0,2013.1511,,,Conditional Use Authorization request to change the use of a portion of enclosed parking to the Internet Service Exchange use already existing on site.  The project site would be renovated to meet the forecasted needs including installation of ten 2MW ge,,0,0,0,0,159178,0,0,0,0,0,49992,49992,0,0,109186,-49992,0,0,2013-10-17T00:00:00,RSUCRE,,,,CASE TRACKING,D6,Rincon Hill,South of Market,South of Market,RH DTR,RINCON HILL DOWNTOWN RESIDENTIAL,105-X,"{'latitude': '37.7889881892', 'longitude': '-122.390114578', 'needs_recoding': False}"
CIE,APN 2094005,3223 ORTEGA ST,,CONSTRUCTION,2011-05-20T00:00:00,-1,2008.0434,200810245075,LIBRARY,"Demolish most of the existing library, move the site closer to Ortega Street, and build a new approximately 8,500 sq.ft. single story library in a P zone with an OS land designation.",CONSTRUCTION OF A NEW ONE STORY WOOD FRAME NON-RATED BRANCH LIBRARY.,0,0,0,0,8500,8500,8500,8500,0,0,0,0,0,0,0,0,0,0,2008-09-03T00:00:00,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,P,PUBLIC,40-X,"{'latitude': '37.749680044', 'longitude': '-122.497311326', 'needs_recoding': False}"
Mixed,APN 0654001F,2429 CALIFORNIA ST,,BP FILED,2007-08-23T00:00:00,0,,200708230748,,,"Site Permit. One story vertical addition over existing stucture, and one story horizontal addition to the rear for 2 retail spaces on the 1st floor, and 2 new office spaces on (n) 2nd floor.",0,0,0,0,5566,3553,0,0,0,0,2014,2014,0,0,3552,1539,0,0,,MWOODS,Christine Louie,Christine Louie,863-3888,CASE TRACKING,D2,Japantown,Western Addition,Western Addition,NCD,UPPER FILLMORE NEIGHBORHOOD COMMERCIAL DISTRICT,40-X,"{'latitude': '37.7885365906', 'longitude': '-122.43430672', 'needs_recoding': False}"
PDR,APN 5576001,280 BAY SHORE BL,,BP FILED,2009-03-11T00:00:00,0,,200903113911,FILLING/SERVICE STN,,ERECT A 1 STORY BIOFUEL PRODUCTION & SALES BUILDING.,0,0,0,0,6000,6000,0,0,0,0,0,0,5000,5000,1000,1000,0,0,,,,,,PERMIT TRACKING,D9,Bayview Hunters Point; Bayshore Boulevard,Bernal Heights,Bayview,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",40-X,"{'latitude': '37.7434952951', 'longitude': '-122.405316534', 'needs_recoding': False}"
CIE,APN 6360001,60 BURR AV,,BP ISSUED,2011-10-27T00:00:00,-1,2009.0047,201002236998,SWIMMING POOL,,CONSTRUCTION OF A 1 STORY ATTACHED BUILDING TO ENCLOSE EXISTING SWIMMING POOL AND IMPROVEMENT TO EXI,0,0,0,0,4624,4624,4624,4624,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D10,,South Central,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7093935865', 'longitude': '-122.414208242', 'needs_recoding': False}"
Visitor,APN 3794006,701 03RD ST,,PL FILED,2015-04-23T00:00:00,0,2014-002024PRJ,,,"Demolition of an existing Limited Restaurant (McDonald's) and new construction of an eleven (11) story hotel with ground floor retail, off-street parking, loading, and bicycle parking.  Open space at the ratio of one (1) sq ft for every 250 sq ft of buil",,0,0,0,0,103125,99925,0,0,0,0,0,0,0,0,2000,-1200,101125,101125,2014-11-24T00:00:00,RSUCRE,Stanton Architecture,,4158659600,CASE TRACKING,D6,East SoMa (EN),South of Market,South of Market,MUO,MIXED USE-OFFICE,105-F,"{'latitude': '37.7788173955', 'longitude': '-122.392256106', 'needs_recoding': False}"
Mixed,APN 1368049,4614 CALIFORNIA ST,,BP FILED,2007-01-23T00:00:00,-1,2002.0605,200701232361,,"Demolition of 4620 and 4614 California Street, and the construction of a new pre-school and administration building.",TO ERECT FOUR STORY PRE-SCHOOL AND ADMINISTRATION NEW BUILDING,0,0,0,0,21886,13686,10943,2743,0,0,10943,10943,0,0,0,0,0,0,2003-05-28T00:00:00,JIONIN,St. James,St. James,415-751-1,CASE TRACKING,D1,,Richmond,Inner Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,"{'latitude': '37.7849391688', 'longitude': '-122.467201438', 'needs_recoding': False}"
CIE,APN 3931A001,200 POTRERO AVE,,PL FILED,2015-04-15T00:00:00,0,2015-004756PRJ,,,"New construction of a two-floor 30,034 gsf gym in a building adjacent to the Potrero Center.",,0,0,0,0,30034,13300,30034,30034,0,0,0,0,0,-16734,0,0,0,0,2015-04-15T00:00:00,SMENDRIN,"Reuben, Junius & Rose, LLP",,4155679000,CASE TRACKING,D10,Mission (EN),Mission,Mission,PDR-1-G,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL",68-X,"{'latitude': '37.7667794976', 'longitude': '-122.407991055', 'needs_recoding': False}"
MIPS,APN 3508001,855 STEVENSON ST,,BP FILED,2015-07-21T00:00:00,0,2015-005689PRJ,201507212018,OFFICE,Construction of a new sky-bridge connecting the two buildings at 1355 Market Street and 875 Stevenson Street.,AN ELEVATED WALKWAY (SKYBRIDGE) CONNECTING 875 STEVENSON ST TO 1355 MARKET STREET AT THE 9TH FL OF BOTH BUILDING.,0,0,0,0,430,430,0,0,0,0,430,430,0,0,0,0,0,0,2015-05-06T00:00:00,LYEGAZU,"SRI Nine Market Square, LLC",,4157727110,CASE TRACKING,D6,Downtown,Downtown,South of Market,C-3-G,DOWNTOWN- GENERAL,120-X,"{'latitude': '37.7768922656', 'longitude': '-122.416367818', 'needs_recoding': False}"
Mixed,APN 3774071,77 & 85 FEDERAL STREET,,BP FILED,2013-06-20T00:00:00,0,2012.141,201306200082,,"The proposed project is to demolish two story existing office buildings and new construction of a 5 story, 65-foot tall, commercial building with retail (fitness facility) at the ground-floor and basement level, and office use on the upper four-floors.",ERECT 5-STORY COMMERCIAL & RETAIL NEW BUILDING.,0,0,0,0,72093,54977,0,0,0,0,49730,32614,0,0,22363,22363,0,0,2013-03-26T00:00:00,,David Yocke,David Yocke,415-269-1332,CASE TRACKING,D6,East SoMa (EN); South of Market,South of Market,South of Market,MUO,MIXED USE-OFFICE,65-X,"{'latitude': '37.7828622741', 'longitude': '-122.392342395', 'needs_recoding': False}"
CIE,APN 0074001,701 LOMBARD ST,,CONSTRUCTION,2014-02-03T00:00:00,-1,2008.0968,201109235397,,"Library Bond project combined with Park Plan.  Project includes new library on the lot at the corner of Columbus & Lombard Streets (0074/001), demolition of existing branch library, and plan for reorganization and improvements to Joe DiMaggio Playground",ERECT 2-STORY PUBLIC BRANCH LIBRARY,0,0,0,0,8900,3563,8900,3563,0,0,0,0,0,0,0,0,0,0,2009-09-01T00:00:00,LKIENKER,Bruce Bau,Bruce Bau,397-7416,CASE TRACKING,D3,,Northeast,North Beach,NCD,NORTH BEACH NEIGHBORHOOD COMMERCIAL,40-X,"{'latitude': '37.8026191334', 'longitude': '-122.413210057', 'needs_recoding': False}"
MIPS,APN 5231002B,1995 EVANS AV,,PL FILED,2013-03-21T00:00:00,0,2013.0342,,,"The proposed project includes demolition of three existing buildings on the site (approximately 39,800 sf) and consturction of a new four-story, 65-foot tal, 105,150 sf building containing the San Francisco Police Department Forsenic Service Division and",,0,0,0,0,105150,65350,0,0,0,0,105150,105150,0,-39800,0,0,0,0,2013-03-21T00:00:00,EPURL,John T. Matthies,John T. Matthies,415-557-4659,CASE TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",80-E,"{'latitude': '37.7460861362', 'longitude': '-122.395526244', 'needs_recoding': False}"
MIPS,APN 3776080,9 FREELON ST,,BP FILED,2015-04-17T00:00:00,0,2015-006088PRJ,201504173985,OFFICE,,"CONSTRUCT (N) 3-STORY OFFICE BUILDING.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED *",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D6,Central SoMa; East SoMa (EN); South of Market,South of Market,South of Market,SLI,SOMA SERVICE- LIGHT INDUSTRIAL,65-X,"{'latitude': '37.7794001993', 'longitude': '-122.395958693', 'needs_recoding': False}"
PDR,APN 5597A001,928 TOLAND ST,,CONSTRUCTION,2015-06-22T00:00:00,-1,,201301248656,OFFICE,,TO ERECT 1 STORY COMMERCIAL BUILDING.,0,0,0,0,5500,5500,0,0,0,0,0,0,5500,5500,0,0,0,0,,,,,,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",65-J,"{'latitude': '37.7416237004', 'longitude': '-122.401547207', 'needs_recoding': False}"
MIPS,APN 0269028,350 BUSH ST,,CONSTRUCTION,2015-07-29T00:00:00,-1,2000.541,200708078938,,"Demolition of buildings, except for the Mining Exchange Bldg. at 350 Bush St., which would be converted to retail use.  Then new construction of a 19-story office bldg. w/ 20,400 sq. ft. of retail space in two galleria levels, 344,540 sq. ft. of office s",ERECT 20 STORIES 3 BASEMENTS OFFICE BLDG.,0,0,0,0,347300,347300,0,0,0,0,340000,340000,0,0,7300,7300,0,0,2001-01-10T00:00:00,KAMDUR,Russ Buil,Russ Buil,772-7147,CASE TRACKING,D3,Downtown,Downtown,Financial District,C-3-O,DOWNTOWN- OFFICE,250-S,"{'latitude': '37.7913114847', 'longitude': '-122.40330374', 'needs_recoding': False}"
MIPS,APN 0238002,300 CALIFORNIA ST,,PL APPROVED,2013-12-05T00:00:00,-1,2012.0605,,,Vertical addition of 4 floors of office to an existing 8 story office building.  The existing rooftop penthouse will be removed.  Existing basement parking and ground-floor retail uses would remain.  Publicly accessible open space would be provided at a,,0,0,0,0,177255,58582,0,0,0,0,165843,58582,0,0,11412,0,0,0,2012-09-12T00:00:00,,Tracy Zill,,,CASE TRACKING,D3,Downtown,Downtown,Financial District,C-3-O,DOWNTOWN- OFFICE,400-S,"{'latitude': '37.7934465428', 'longitude': '-122.400343674', 'needs_recoding': False}"
Retail/Ent,APN 1180015,834 DIVISADERO ST,,BP FILED,2015-06-24T00:00:00,0,2015-009173PRJ,201506249842,RETAIL SALES,,CHANGE OF USE FROM (E) AUTO BODY REPAIR SHOP TO RETAIL SUITES. NO CHANGE TO THE BUILDING HEIGHT. FLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D5,,Western Addition,Western Addition,NCD,DIVISADERO STREET NEIGHBORHOOD COMMERCIAL DISTRICT,65-A,"{'latitude': '37.7774366583', 'longitude': '-122.437965388', 'needs_recoding': False}"
MIPS,APN 3733079,875 HOWARD ST,,BP FILED,2015-06-23T00:00:00,0,2015-009141PRJ,201506239701,OFFICE,,"GROUND FLOOR CONVERT ACCESSORY OFFICE TO GENERAL OFFICE.  2ND FLOOR - CONVERT 13,400 ST FROM INSTITU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D6,Central SoMa; Downtown,South of Market,South of Market,C-3-S,DOWNTOWN SUPPORT,130-F,"{'latitude': '37.7816809121', 'longitude': '-122.404102314', 'needs_recoding': False}"
CIE,APN 1145003,2497 GOLDEN GATE AV,,BP FILED,2015-06-30T00:00:00,0,,201506300360,RECREATION BLDG,,ERECT AN ONE STORY FIRE SPRINKLERED RECREATION BUILDING.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D1,,Western Addition,Inner Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",80-D,"{'latitude': '37.776445656', 'longitude': '-122.450139134', 'needs_recoding': False}"
Mixed,APN 3537016,194 Church Street,,BP FILED,2015-07-06T00:00:00,0,2015-002992PRJ,201507060728,OFFICE,"Request for Conditional Use Authorization (CUA) pursuant to Planning Code Sections 303, 733.81, and 790.50(a), for a change of use from a vacant Medical Cannabis Dispensary to a Large Other Institution (use as a community and private social event space),",VIOLATION CORRECTION WITH ADA BARRIER REMOVAL. NOV # 201552001 @ 2ND FLOOR ONLY. REMOVE ALL BAR & COOKING RELATED FIXTURES & RESTORE TO USE AS OFFICE @ 2ND FLOOR.,0,0,0,0,4025,0,1525,1525,0,0,0,0,0,0,2500,-1525,0,0,2015-03-11T00:00:00,CCLARKE,,AMD PROJECT LLC,4152715760,CASE TRACKING,D8,Market and Octavia,Buena Vista,Castro/Upper Market,NCT,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT,40-X,"{'latitude': '37.7679422172', 'longitude': '-122.4291824', 'needs_recoding': False}"
MIPS,APN 8709004,1600 OWENS ST,,CONSTRUCTION,2015-05-11T00:00:00,-1,2006.1216,200711097802,OFFICE,"Section 321 allocation for 228,000 gsf of office development in new 10-story (approximately 160') 245,500 gsf laboratory/office building with ground-floor retail, no on-site parking (off-street parking to be provided on adjacent parcel - Parcel 6).  Miss","ERECT 10-STORY, TYPE-1, OFFICE, LAB, RETAIL NEW BUILDING.",0,0,0,0,245000,245000,0,0,0,0,245000,245000,0,0,0,0,0,0,2006-09-29T00:00:00,CNIKITAS,,,,PERMIT TRACKING,D6,Mission Bay,South of Market,South of Market,MB-RA,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN,MB-RA,"{'latitude': '37.7687575633', 'longitude': '-122.395057507', 'needs_recoding': False}"
MIPS,APN 3799001,601 TOWNSEND ST,,PL APPROVED,2012-05-10T00:00:00,-1,2011.1147,,,"Conversion of basement level into office (approx. 72,600 sf of 288,458 gsf). Currently, the building possesses 215,858 sf of office use.",,0,0,0,0,288458,72600,0,0,0,0,288458,72600,0,0,0,0,0,0,2011-10-13T00:00:00,RSUCRE,John Kelvin,John Kelvin,415.567.9000,CASE TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,South of Market,UMU,URBAN MIXED USE,68-X,"{'latitude': '37.7711248895', 'longitude': '-122.401663251', 'needs_recoding': False}"
CIE,APN 3517035,1401 HOWARD STREET,,BP ISSUED,2015-01-27T00:00:00,-1,2011.0929,201206213096,CHURCH,"The project involves a change of use from a church to office and restaurant, and a seismic upgrade for the entire building.","SEISMIC UPGRADE OF (E) BUILDING. BASIC ACCESSIBILITY UPGRADE AND FOUNDATION FOR ADDITIONAL STORY.  TENANT IMPROVEMENTS UNDER SEPARATE PERMIT. CHANGE OF USE FROM CHURCH TO OFFICE (18,260 sq ft), RETAIL (1,300 sq ft), AND ASSEMBLY (2,500 sf)UNDER SEPARATE",0,0,0,0,3800,3800,3800,3800,0,0,0,0,0,0,0,0,0,0,2011-08-25T00:00:00,RSUCRE,,,,CASE TRACKING,D6,Western SoMa (EN); South of Market,South of Market,South of Market,RCD,REGIONAL COMMERCIAL,55/65-X,"{'latitude': '37.7735620051', 'longitude': '-122.414298822', 'needs_recoding': False}"
MIPS,APN 3720001,425 MISSION ST,TRANSBAY TOWER,CONSTRUCTION,2015-07-10T00:00:00,-1,2008.0789,201303132080,,"Transbay Tower project is a 1,200-ft tall, 80-story, 1,880,000-sf office building with 43,000-sf retail in three floors, uppermost connected by retail bridge to proposed Transbay Transit Center City Park, 300-400 parking spaces in subsurface garage acces","TO ERECT 61 STORIES WITH 3 BASEMENTS, OFFICE, RETAIL, PARKING BUILDING.",0,0,0,0,1743000,1742950,0,0,0,0,1700000,1700000,0,0,43000,42950,0,0,2008-07-01T00:00:00,SJONES,ROBERT BECK,ROBERT BECK,597-4620,CASE TRACKING,D6,Transbay; Transit Center District; Downtown,Downtown,Financial District,C-3-O(SD),DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),1000-S-2,"{'latitude': '37.7896913805', 'longitude': '-122.396595638', 'needs_recoding': False}"
